resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time_x,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name,date,time_y,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,full_name
22133,900,4,6,14,5,4,4,4,12.0,57,+35.284,5613994,57,7,1:33.186,204.867,1,2014,1,1,Australian Grand Prix,2014-03-16,06:00:00,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22135,900,807,10,27,7,6,6,6,8.0,57,+50.718,5629428,56,2,1:32.568,206.235,1,2014,1,1,Australian Grand Prix,2014-03-16,06:00:00,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22148,900,1,131,44,1,\N,R,19,0.0,2,\N,\N,2,20,1:49.947,173.636,5,2014,1,1,Australian Grand Prix,2014-03-16,06:00:00,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22152,901,1,131,44,1,1,1,1,25.0,56,1:40:25.974,6025974,53,1,1:43.066,193.611,1,2014,2,2,Malaysian Grand Prix,2014-03-30,08:00:00,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22155,901,4,6,14,4,4,4,4,12.0,56,+35.992,6061966,47,3,1:44.165,191.569,1,2014,2,2,Malaysian Grand Prix,2014-03-30,08:00:00,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22156,901,807,10,27,7,5,5,5,10.0,56,+47.199,6073173,38,10,1:45.982,188.284,1,2014,2,2,Malaysian Grand Prix,2014-03-30,08:00:00,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22174,902,1,131,44,2,1,1,1,25.0,57,1:39:42.743,5982743,49,2,1:37.108,200.634,1,2014,3,3,Bahrain Grand Prix,2014-04-06,15:00:00,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22178,902,807,10,27,11,5,5,5,10.0,57,+28.654,6011397,37,3,1:38.785,197.228,1,2014,3,3,Bahrain Grand Prix,2014-04-06,15:00:00,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22182,902,4,6,14,9,9,9,9,2.0,57,+32.595,6015338,53,12,1:39.732,195.355,1,2014,3,3,Bahrain Grand Prix,2014-04-06,15:00:00,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22196,903,1,131,44,1,1,1,1,25.0,54,1:33:28.338,5608338,42,2,1:41.196,193.916,1,2014,4,17,Chinese Grand Prix,2014-04-20,07:00:00,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22198,903,4,6,14,5,3,3,3,15.0,54,+23.604,5631942,48,4,1:42.081,192.235,1,2014,4,17,Chinese Grand Prix,2014-04-20,07:00:00,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22201,903,807,10,27,8,6,6,6,8.0,54,+54.295,5662633,33,10,1:42.624,191.218,1,2014,4,17,Chinese Grand Prix,2014-04-20,07:00:00,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22218,904,1,131,44,1,1,1,1,25.0,66,1:41:05.155,6065155,54,3,1:29.483,187.275,1,2014,5,4,Spanish Grand Prix,2014-05-11,12:00:00,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22223,904,4,6,14,7,6,6,6,8.0,66,+1:27.743,6152898,55,4,1:29.898,186.411,1,2014,5,4,Spanish Grand Prix,2014-05-11,12:00:00,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22227,904,807,10,27,10,10,10,10,1.0,65,\N,\N,42,16,1:31.411,183.325,11,2014,5,4,Spanish Grand Prix,2014-05-11,12:00:00,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22241,905,1,131,44,2,2,2,2,18.0,78,+9.210,6576871,34,3,1:19.361,151.510,1,2014,6,6,Monaco Grand Prix,2014-05-25,12:00:00,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22243,905,4,6,14,5,4,4,4,12.0,78,+32.452,6600113,54,5,1:19.727,150.814,1,2014,6,6,Monaco Grand Prix,2014-05-25,12:00:00,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22244,905,807,10,27,11,5,5,5,10.0,77,\N,\N,38,9,1:20.767,148.872,11,2014,6,6,Monaco Grand Prix,2014-05-25,12:00:00,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22266,906,807,10,27,11,5,5,5,10.0,70,+12.843,5965673,64,8,1:18.936,198.890,1,2014,7,7,Canadian Grand Prix,2014-06-08,18:00:00,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22267,906,4,6,14,7,6,6,6,8.0,70,+14.869,5967699,64,3,1:18.614,199.704,1,2014,7,7,Canadian Grand Prix,2014-06-08,18:00:00,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22278,906,1,131,44,2,\N,R,17,0.0,46,\N,\N,24,9,1:18.942,198.875,23,2014,7,7,Canadian Grand Prix,2014-06-08,18:00:00,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22285,907,1,131,44,9,2,2,2,18.0,71,+1.932,5276908,41,2,1:12.217,215.650,1,2014,8,70,Austrian Grand Prix,2014-06-22,12:00:00,http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22288,907,4,6,14,4,5,5,5,10.0,71,+18.553,5293529,58,5,1:12.595,214.527,1,2014,8,70,Austrian Grand Prix,2014-06-22,12:00:00,http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22292,907,807,10,27,10,9,9,9,2.0,71,+44.137,5319113,60,11,1:13.156,212.882,1,2014,8,70,Austrian Grand Prix,2014-06-22,12:00:00,http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22306,908,1,131,44,6,1,1,1,25.0,52,2:26:52.094,8812094,26,1,1:37.176,218.239,1,2014,9,9,British Grand Prix,2014-07-06,12:00:00,http://en.wikipedia.org/wiki/2014_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22311,908,4,6,14,16,6,6,6,8.0,52,+59.946,8872040,52,8,1:38.587,215.115,1,2014,9,9,British Grand Prix,2014-07-06,12:00:00,http://en.wikipedia.org/wiki/2014_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22313,908,807,10,27,4,8,8,8,4.0,52,+1:28.692,8900786,52,9,1:38.625,215.032,1,2014,9,9,British Grand Prix,2014-07-06,12:00:00,http://en.wikipedia.org/wiki/2014_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22330,909,1,131,44,20,3,3,3,15.0,67,+22.530,5645444,53,1,1:19.908,206.066,1,2014,10,10,German Grand Prix,2014-07-20,12:00:00,http://en.wikipedia.org/wiki/2014_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22332,909,4,6,14,7,5,5,5,10.0,67,+52.467,5675381,57,3,1:20.548,204.429,1,2014,10,10,German Grand Prix,2014-07-20,12:00:00,http://en.wikipedia.org/wiki/2014_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22334,909,807,10,27,9,7,7,7,6.0,67,+1:04.178,5687092,44,13,1:22.098,200.570,1,2014,10,10,German Grand Prix,2014-07-20,12:00:00,http://en.wikipedia.org/wiki/2014_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22351,910,4,6,14,5,2,2,2,18.0,70,+5.225,6790283,40,5,1:27.419,180.413,1,2014,11,11,Hungarian Grand Prix,2014-07-27,12:00:00,http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22352,910,1,131,44,22,3,3,3,15.0,70,+5.857,6790915,36,4,1:27.380,180.494,1,2014,11,11,Hungarian Grand Prix,2014-07-27,12:00:00,http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22369,910,807,10,27,9,\N,R,20,0.0,16,\N,\N,14,20,1:41.151,155.921,3,2014,11,11,Hungarian Grand Prix,2014-07-27,12:00:00,http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22379,911,4,6,14,4,7,7,7,6.0,44,+1:01.162,5137718,29,11,1:53.879,221.413,1,2014,12,13,Belgian Grand Prix,2014-08-24,12:00:00,http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22382,911,807,10,27,18,10,10,10,1.0,44,+1:05.697,5142253,40,9,1:53.612,221.934,1,2014,12,13,Belgian Grand Prix,2014-08-24,12:00:00,http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22391,911,1,131,44,2,\N,R,19,0.0,38,\N,\N,33,10,1:53.707,221.748,31,2014,12,13,Belgian Grand Prix,2014-08-24,12:00:00,http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22395,912,1,131,44,1,1,1,1,25.0,53,1:19:10.236,4750236,29,1,1:28.004,236.975,1,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22406,912,807,10,27,13,12,12,12,0.0,53,+1:12.606,4822842,35,13,1:29.366,233.363,1,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22415,912,4,6,14,7,\N,R,21,0.0,28,\N,\N,23,16,1:29.680,232.546,5,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22417,913,1,131,44,1,1,1,1,25.0,60,2:00:04.795,7204795,39,1,1:50.417,165.137,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22420,913,4,6,14,5,4,4,4,12.0,60,+15.389,7220184,27,6,1:52.115,162.636,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22425,913,807,10,27,13,9,9,9,2.0,60,+1:01.661,7266456,27,10,1:52.762,161.703,1,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22439,914,1,131,44,2,1,1,1,25.0,44,1:51:43.021,6703021,39,1,1:51.600,187.322,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22446,914,807,10,27,13,8,8,8,4.0,44,+1:55.948,6818969,28,7,1:52.814,185.306,1,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22460,914,4,6,14,5,\N,R,22,0.0,2,\N,\N,\N,0,\N,\N,40,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22461,915,1,131,44,1,1,1,1,25.0,53,1:31:50.744,5510744,48,3,1:41.606,207.200,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22466,915,4,6,14,7,6,6,6,8.0,53,+1:00.016,5570760,53,6,1:42.179,206.038,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22472,915,807,10,27,17,12,12,12,0.0,53,+1:21.309,5592053,50,9,1:42.685,205.023,1,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22482,916,1,131,44,2,1,1,1,25.0,56,1:40:04.785,6004785,49,4,1:41.929,194.712,1,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22487,916,4,6,14,6,6,6,6,8.0,56,+1:35.231,6100016,47,2,1:41.474,195.585,1,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22497,916,807,10,27,13,\N,R,16,0.0,16,\N,\N,15,16,1:46.226,186.835,5,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22501,917,1,131,44,2,2,2,2,18.0,71,+1.457,5404012,62,1,1:13.555,210.895,1,2014,18,18,Brazilian Grand Prix,2014-11-09,16:00:00,http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22505,917,4,6,14,8,6,6,6,8.0,71,+1:01.906,5464461,55,10,1:14.313,208.744,1,2014,18,18,Brazilian Grand Prix,2014-11-09,16:00:00,http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22507,917,807,10,27,12,8,8,8,4.0,71,+1:03.934,5466489,70,3,1:13.728,210.400,1,2014,18,18,Brazilian Grand Prix,2014-11-09,16:00:00,http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22518,918,1,131,44,2,1,1,1,50.0,55,1:39:02.619,5942619,49,4,1:45.599,189.342,1,2014,19,24,Abu Dhabi Grand Prix,2014-11-23,13:00:00,http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22523,918,807,10,27,12,6,6,6,16.0,55,+1:02.148,6004767,47,7,1:45.777,189.024,1,2014,19,24,Abu Dhabi Grand Prix,2014-11-23,13:00:00,http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22526,918,4,6,14,8,9,9,9,4.0,55,+1:25.813,6028432,45,12,1:47.424,186.126,1,2014,19,24,Abu Dhabi Grand Prix,2014-11-23,13:00:00,http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22538,926,1,131,44,1,1,1,1,25.0,58,1:31:54.067,5514067,50,1,1:30.945,209.915,1,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22544,926,807,10,27,13,7,7,7,6.0,57,\N,\N,48,8,1:31.970,207.576,11,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22546,926,832,5,55,7,9,9,9,2.0,57,\N,\N,49,11,1:32.872,205.560,11,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
22550,926,830,5,33,11,\N,R,13,0.0,32,\N,\N,30,13,1:34.295,202.458,5,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
22557,927,1,131,44,1,2,2,2,18.0,56,+8.569,6074362,45,2,1:43.125,193.501,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22562,927,830,5,33,6,7,7,7,6.0,56,+1:37.762,6163555,42,9,1:44.579,190.810,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
22563,927,832,5,55,15,8,8,8,4.0,55,\N,\N,37,15,1:45.507,189.132,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
22569,927,807,10,27,13,14,14,14,0.0,55,\N,\N,46,11,1:44.822,190.368,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22573,927,4,1,14,18,\N,R,18,0.0,21,\N,\N,17,17,1:48.460,183.983,132,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22576,928,1,131,44,1,1,1,1,25.0,56,1:39:42.008,5982008,31,1,1:42.208,191.996,1,2015,3,17,Chinese Grand Prix,2015-04-12,06:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22587,928,4,1,14,18,12,12,12,0.0,55,\N,\N,40,13,1:43.728,189.183,11,2015,3,17,Chinese Grand Prix,2015-04-12,06:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22588,928,832,5,55,14,13,13,13,0.0,55,\N,\N,41,3,1:42.652,191.166,11,2015,3,17,Chinese Grand Prix,2015-04-12,06:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
22592,928,830,5,33,13,17,17,17,0.0,52,\N,\N,46,14,1:43.880,188.906,7,2015,3,17,Chinese Grand Prix,2015-04-12,06:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
22595,928,807,10,27,16,\N,R,20,0.0,9,\N,\N,6,18,1:45.844,185.401,6,2015,3,17,Chinese Grand Prix,2015-04-12,06:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22596,929,1,131,44,1,1,1,1,25.0,57,1:35:05.809,5705809,38,5,1:37.857,199.098,1,2015,4,3,Bahrain Grand Prix,2015-04-19,15:00:00,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22606,929,4,1,14,14,11,11,11,0.0,56,\N,\N,38,13,1:38.992,196.815,11,2015,4,3,Bahrain Grand Prix,2015-04-19,15:00:00,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22608,929,807,10,27,8,13,13,13,0.0,56,\N,\N,40,10,1:38.653,197.492,11,2015,4,3,Bahrain Grand Prix,2015-04-19,15:00:00,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22613,929,830,5,33,15,\N,R,18,0.0,34,\N,\N,32,16,1:39.607,195.600,10,2015,4,3,Bahrain Grand Prix,2015-04-19,15:00:00,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
22614,929,832,5,55,9,\N,R,19,0.0,29,\N,\N,13,17,1:40.651,193.571,5,2015,4,3,Bahrain Grand Prix,2015-04-19,15:00:00,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
22617,930,1,131,44,2,2,2,2,18.0,66,+17.551,6090106,54,1,1:28.270,189.849,1,2015,5,4,Spanish Grand Prix,2015-05-10,12:00:00,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22624,930,832,5,55,5,9,9,9,2.0,65,\N,\N,62,9,1:31.156,183.838,11,2015,5,4,Spanish Grand Prix,2015-05-10,12:00:00,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
22626,930,830,5,33,6,11,11,11,0.0,65,\N,\N,46,12,1:31.896,182.358,11,2015,5,4,Spanish Grand Prix,2015-05-10,12:00:00,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
22630,930,807,10,27,17,15,15,15,0.0,65,\N,\N,51,7,1:30.888,184.380,11,2015,5,4,Spanish Grand Prix,2015-05-10,12:00:00,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22635,930,4,1,14,13,\N,R,20,0.0,26,\N,\N,23,18,1:33.387,179.446,23,2015,5,4,Spanish Grand Prix,2015-05-10,12:00:00,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22638,931,1,131,44,1,3,3,3,15.0,78,+6.053,6564473,42,3,1:18.676,152.692,1,2015,6,6,Monaco Grand Prix,2015-05-24,12:00:00,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22645,931,832,5,55,0,10,10,10,1.0,78,+25.056,6583476,48,13,1:19.816,150.511,1,2015,6,6,Monaco Grand Prix,2015-05-24,12:00:00,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
22646,931,807,10,27,11,11,11,11,0.0,78,+26.232,6584652,46,14,1:19.921,150.313,1,2015,6,6,Monaco Grand Prix,2015-05-24,12:00:00,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22653,931,830,5,33,9,\N,R,18,0.0,62,\N,\N,49,5,1:18.873,152.310,3,2015,6,6,Monaco Grand Prix,2015-05-24,12:00:00,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
22654,931,4,1,14,13,\N,R,19,0.0,41,\N,\N,36,16,1:20.459,149.308,6,2015,6,6,Monaco Grand Prix,2015-05-24,12:00:00,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Fernando Alonso
22656,932,1,131,44,1,1,1,1,25.0,70,1:31:53.145,5513145,64,3,1:17.472,202.648,1,2015,7,7,Canadian Grand Prix,2015-06-07,18:00:00,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Lewis Hamilton
22663,932,807,10,27,7,8,8,8,4.0,69,\N,\N,66,9,1:18.238,200.664,11,2015,7,7,Canadian Grand Prix,2015-06-07,18:00:00,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nico Hülkenberg
22667,932,832,5,55,11,12,12,12,0.0,69,\N,\N,61,12,1:18.811,199.205,11,2015,7,7,Canadian Grand Prix,2015-06-07,18:00:00,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Carlos Sainz
22670,932,830,5,33,19,15,15,15,0.0,69,\N,\N,50,11,1:18.616,199.699,11,2015,7,7,Canadian Grand Prix,2015-06-07,18:00:00,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Max Verstappen
